gender,age,income,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,career_Arts,career_Business,career_Consulting,career_Education,career_Engineering,career_Entertainment,career_Finance,career_Government,career_Healthcare,career_Legal,career_Other,career_Real Estate,career_Science,career_Social Work,career_Sports,career_Technology
0.0,0.1578947368421052,0.8212931860185897,1.0,0.5555555555555556,0.857142857142857,0.5714285714285714,0.6666666666666665,0.5,0.5,0.6666666666666665,0.6000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1578947368421052,0.8212931860185897,1.0,0.6666666666666665,0.7142857142857142,0.5714285714285714,0.7777777777777777,0.375,0.6000000000000001,0.6666666666666665,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1578947368421052,0.8212931860185897,1.0,0.4444444444444445,0.7142857142857142,0.857142857142857,0.7777777777777777,0.375,0.7000000000000001,0.6666666666666665,0.522648790058862,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1578947368421052,0.8212931860185897,1.0,0.6666666666666665,0.42857142857142855,0.7142857142857142,0.6666666666666665,0.5,0.8,0.6666666666666665,0.6000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1578947368421052,0.8212931860185897,1.0,0.4444444444444445,0.42857142857142855,0.5714285714285714,0.6666666666666665,0.5,0.6000000000000001,0.5555555555555556,0.6000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1578947368421052,0.8212931860185897,0.0,0.3333333333333333,0.857142857142857,0.5714285714285714,0.3333333333333333,0.5,0.4,0.5555555555555556,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1578947368421052,0.8212931860185897,1.0,0.6666666666666665,0.42857142857142855,0.5714285714285714,0.3333333333333333,0.5,0.7000000000000001,0.5555555555555556,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1578947368421052,0.8212931860185897,1.0,0.6666666666666665,0.42857142857142855,0.7142857142857142,0.8888888888888888,0.75,0.8,0.6666666666666665,0.7000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1578947368421052,0.8212931860185897,1.0,0.4444444444444445,0.42857142857142855,0.42857142857142855,0.7777777777777777,1.0,0.8,0.5555555555555556,0.6000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3157894736842105,0.7732944810932589,0.0,0.4444444444444445,0.5714285714285714,0.7142857142857142,0.3333333333333333,0.5,0.30000000000000004,0.5555555555555556,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3157894736842105,0.7732944810932589,0.0,0.7777777777777777,0.28571428571428564,0.42857142857142855,0.5555555555555556,0.875,0.6000000000000001,0.6666666666666665,0.30000000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3157894736842105,0.7732944810932589,0.0,0.4444444444444445,0.7142857142857142,0.857142857142857,0.5555555555555556,0.125,0.4,0.5555555555555556,0.7000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3157894736842105,0.7732944810932589,1.0,0.6666666666666665,0.857142857142857,0.5714285714285714,0.5555555555555556,0.375,0.7000000000000001,0.6666666666666665,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3157894736842105,0.7732944810932589,0.0,0.5555555555555556,0.7142857142857142,0.5714285714285714,0.8888888888888888,0.625,0.8,0.7777777777777777,0.6000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3157894736842105,0.7732944810932589,0.0,0.7777777777777777,0.5714285714285714,0.7142857142857142,0.2222222222222222,0.5,0.2,0.5555555555555556,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3157894736842105,0.7732944810932589,1.0,0.6666666666666665,0.28571428571428564,0.857142857142857,0.5555555555555556,0.625,0.9,0.7777777777777777,0.7000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3157894736842105,0.7732944810932589,0.0,0.4444444444444445,0.7142857142857142,0.5714285714285714,0.4444444444444445,0.875,0.5,0.4444444444444445,0.6000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3157894736842105,0.7732944810932589,1.0,0.6666666666666665,0.42857142857142855,0.7142857142857142,0.8888888888888888,0.25,0.5,0.4444444444444445,0.6000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3157894736842105,0.7732944810932589,1.0,0.5555555555555556,0.5714285714285714,0.7142857142857142,0.6666666666666665,0.875,0.8,0.7777777777777777,0.7000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.36842105263157887,0.5829663341905844,0.0,0.6666666666666665,0.857142857142857,0.9999999999999998,0.6666666666666665,0.75,0.9,0.7777777777777777,0.7000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.36842105263157887,0.5829663341905844,0.0,0.8888888888888888,0.5714285714285714,0.857142857142857,0.7777777777777777,0.875,0.7000000000000001,0.7777777777777777,0.7000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.36842105263157887,0.5829663341905844,0.0,0.6666666666666665,0.857142857142857,0.857142857142857,0.6666666666666665,0.875,0.7000000000000001,0.7777777777777777,0.7000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.36842105263157887,0.5829663341905844,0.0,0.8888888888888888,0.5714285714285714,0.857142857142857,0.6666666666666665,0.875,0.7000000000000001,0.7777777777777777,0.7000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.36842105263157887,0.5829663341905844,0.0,0.8888888888888888,0.9999999999999998,0.9999999999999998,1.0,1.0,1.0,0.8888888888888888,0.522648790058862,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.36842105263157887,0.5829663341905844,0.0,0.7777777777777777,0.9999999999999998,0.9999999999999998,0.6666666666666665,0.875,0.9,0.7777777777777777,0.522648790058862,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.36842105263157887,0.5829663341905844,0.0,0.7777777777777777,0.857142857142857,0.9999999999999998,0.6666666666666665,0.625,0.9,0.7777777777777777,0.7000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.36842105263157887,0.5829663341905844,0.0,0.6666666666666665,0.857142857142857,0.857142857142857,0.7777777777777777,0.875,0.7000000000000001,0.7777777777777777,0.7000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.36842105263157887,0.5829663341905844,0.0,0.8888888888888888,0.857142857142857,0.857142857142857,0.8888888888888888,0.875,0.9,0.8888888888888888,0.7000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.36842105263157887,0.5829663341905844,0.0,0.7777777777777777,0.5714285714285714,0.857142857142857,0.6666666666666665,0.875,0.7000000000000001,0.7777777777777777,0.7000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.26315789473684215,0.3932035560591957,0.0,0.3333333333333333,0.9999999999999998,0.7142857142857142,0.4444444444444445,0.75,0.7000000000000001,0.5555555555555556,0.7000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.26315789473684215,0.3932035560591957,0.0,0.7777777777777777,0.5714285714285714,0.7142857142857142,1.0,0.625,0.8,0.7777777777777777,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.26315789473684215,0.3932035560591957,0.0,0.3333333333333333,0.5714285714285714,0.7142857142857142,0.7777777777777777,0.5,0.7000000000000001,0.3333333333333333,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.26315789473684215,0.3932035560591957,1.0,0.7777777777777777,0.9999999999999998,0.5714285714285714,1.0,0.625,1.0,0.7777777777777777,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
